CHARACTER,CHARACTER,CHINESE,ENGLISH,ENGLISH->SPANISH,CHINESE->SPANISH,SPANISH
塔薇,#REF!,通晓万物之理,Omniscient Verity,Verdad omnisciente,Comprender los principios de todas las cosas.,Verdad omnisciente
塔薇,#REF!,纵贯时序之翼,Pinions of Time,Piñones del Tiempo,Alas del tiempo,Alas del tiempo
克珀珊特,#REF!,沉没于远海,Sunken in the Profound,-,Hundido en mar abierto,Hundido en mar abierto
克珀珊特,#REF!,惩戒雷霆,Lightning Retribution,Retribución del rayo,Trueno castigador,Trueno castigador
克珀珊特,#REF!,混沌旗语,Ominous Semaphore,Semáforo siniestro,Bandera del Caos,Estandarte del caos
克珀珊特,#REF!,领航,Pilot,Piloto,Navegación,Navegación
卡斯托尔,#REF!,翱翔夙愿,Skybound Oath,Juramento del Cielo,Deseo Elevado,Deseo Elevado
卡斯托尔,#REF!,穿行永夜,Umbral Flight,Vuelo Umbral,Caminando por la noche eterna,Vuelo Umbral
卡斯托尔,#REF!,蔽日之羽,Stygian Wings,Alas estigias,Pluma bloqueadora solar,Alas estigias
杜勒赛因,Doresain,王邸的请柬,Crimson Invite,Invitación carmesí,Invitación a la Residencia Real,Invitación real
杜勒赛因,Doresain,亡骸祭礼,Dirge of the Fallen,El canto fúnebre de los caídos,Servicio conmemorativo por los difuntos,Ritual de los cadáveres
杜勒赛因,Doresain,冥府之路,Netherward Path,Camino del Inframundo,Camino al Hades,Camino al inframundo
杜勒赛因,Doresain,永夜欢宴,Evernight's Revel,El deleite de la noche a la mañana,Fiesta de la Noche Eterna,Fiesta de la Noche Eterna
杜勒赛因,Doresain,永夜欢宴,Eternal Night Feast,Fiesta de la Noche Eterna,Fiesta de la Noche Eterna,Fiesta de la Noche Eterna
,,寄生,Parasite,Parásito,parásito,Parásito
,,孵化重塑,Hatching Larvae,Larvas en eclosión,Incubación y remodelación,Incubar y reconstruir
,,母体搜寻,Searching for Host,Buscando un anfitrión,Búsqueda materna,Búsqueda del origen
,,创口撕扯,Maggot-Sewn Rictus,Rictus cosido por gusanos,Desgarro de la herida,Desgarro de la herida
,,混乱,Chaos,Caos,confusión,Caos
,,溺毙之怨,Drowned Resentment,Resentimiento ahogado,Rencor ahogado,Resentimiento ahogado
,,清扫,Sweep,Barrer,Limpieza,Limpiar
,,呼啸,Howl,Aullido,Clamoroso,Aullido
,,遗恨围捕,Brine-Bitter Ire,Salmuera-Ira amarga,Resumen de arrepentimientos,Emboscada del lamento
,,航海料理,Seafaring Cuisine,Cocina marinera,Cocina náutica,Cocina náutica
,,意外身故,Waterlogged Demise,Muerte anegada,Muerte accidental,Muerte accidental
,,遗恨,Ire,Ira,escatimar,Ira
,,窒息之苦,Suffocating Anguish,Angustia sofocante,El dolor de la asfixia,Angustia sofocante
,,猎物标记,Prey Mark,Marca de presa,marcado de presas,Marca de presa
,,猎矛突刺,Spear Thrust,Empuje de lanza,Estocada de lanza de caza,Estocada de caza
,,虚弱一击,Weakness Strike,Golpe de debilidad,Golpe debilitador,Golpe debilitante
,,刺击,Thrust,Empuje,Empuje,Empuje
,,深潜,Deep Dive,Inmersión profunda,Inmersión profunda,Inmersión profunda
,,附骨侵蚀,Bone Erosion,Erosión ósea,Erosión ósea,Erosión ósea
,,深潜标记,Deep Dive Mark,Marca de inmersión profunda,Marca de inmersión profunda,Marca de inmersión profunda
,,怒涛牵引,Maw of Raging Tides,Fauce de mareas furiosas,Arrastrado por las olas furiosas,Tirón de la marejada
,,巨刃斩击,Colossus Cleave,Coloso Cleave,Corte de cuchilla gigante,Tajo de la hoja gigante
,,挥砍,Slash,Barra oblicua,Barra oblicua,Tajo
,,噬咬,Bite,Morder,Morder,Morder
,,迟缓迷毒,Stagnation Toxin,Toxina del estancamiento,fármaco de acción lenta,Toxina ralentizante
,,群蛇撕裂,Serpent Rend,Serpiente desgarradora,Serpientes desgarrando,Serpiente desgarradora
,,迟滞入骨,Bone-Deep Stagnation,Estancamiento profundo,Penetración ósea retardada,Parálisis profunda
,,寻踪,Track,Pista,Seguimiento,Rastreo
,,神降仪式·呼唤,Divine Descent: Invocation,Descenso Divino: Invocación,Ritual del Descenso de Dios·Llamado,Ritual de invocación: Llamado
,,神降仪式·降临,Divine Descent: Arrival,Descenso divino: Llegada,Ceremonia del Descenso de Dios,Ritual de invocación: Descenso
,,「为▼▼降临扫除▼▼」,"""For the Arrival of ▼▼""","""Para la llegada de ▼▼""","""Limpieza para la llegada del ▼▼""","""Limpieza para la llegada del ▼▼"""
,,水手祝福,Sailor Blessing,Bendición del marinero,Bendición del marinero,Bendición del marinero
,,代行者的裁决,The Executor's Verdict,El veredicto del ejecutor,La sentencia del ejecutor,Juicio del ejecutor
,,追猎注视,Hunter's Gaze,La mirada del cazador,Mirada de caza,Mirada de caza
,,割喉挥砍,Gutteral Severance,Ruptura gutural,Cortando gargantas,Tajo degollador
,,猎颅诅咒,Skullhunter's Curse,La maldición del cazador de calaveras,La maldición del cazador de calaveras,Maldición cazacráneos
,,隐匿突袭,Conceal Assault,Ocultar asalto,Incursión sigilosa,Ataque furtivo
,,蓄力回响,Charge Echo,Eco de carga,Eco cargado,Eco cargado
,,割喉挥砍(破绽),Lethal Slash (Falter),Tajo letal (Falter),Corte de garganta (defecto),Tajo degollador (Vulnerable)
,,无声尖啸,Silent Scream,Grito silencioso,Chillido silencioso,Chillido silencioso
,,狩猎仪式,Hunting Ceremony,Ceremonia de caza,Rituales de caza,Ritual de caza
,,裂颅一击,Skull Crusher,Triturador de cráneos,Golpe que te parte el cráneo,Rompe cráneos
,,相位变换,Phase Transformation,Transformación de fase,cambio de fase,Cambio de fase
,,千面幻象·虚,Thousand Mirage: Illusion,Mil Espejismos: Ilusión,Ilusión de las mil caras · Vacío,Ilusión de mil rostros · Vacío
,,咆哮的头颅,Roaring Skull,Cráneo rugiente,Cabeza rugiente,Cráneo rugiente
,,吵闹的头颅,Noisy Skull,Cráneo ruidoso,Cabeza ruidosa,Cráneo ruidoso
,,亮晶晶的头颅,Shining Skull,Cráneo brillante,Cabeza brillante,Cráneo brillante
达芙黛尔,#REF!,伤害+易伤,Damage + Vulnerable,Daño + Vulnerable,Daño + Vulnerabilidad,Daño + Vulnerable
达芙黛尔,#REF!,伤害,Damage,Daño,dañar,Daño
达芙黛尔,#REF!,伤害+力量降低,Damage + STR▼,Daño + STR▼,Daño + Fuerza reducidos,Daño + STR▼
达芙黛尔,#REF!,食肉水仙,Carnivorous Daffodil,Narciso carnívoro,Narciso carnívoro,Narciso carnívoro
达芙黛尔,#REF!,食脑水仙,Cerebrovorous Daffodil,Narciso cerebrovórivo,Narciso devorador de cerebros,Narciso devorador de cerebros
达芙黛尔,#REF!,食腐水仙,Saprovorous Daffodil,Narciso saprovoro,narciso podrido,Narciso carroñero
达芙黛尔,#REF!,护盾+力量,Shield + Strength,Escudo + Fuerza,Escudo + Fuerza,Escudo + Fuerza
达芙黛尔,#REF!,护盾+伤害,Shield + Damage,Escudo + Daño,Escudo + Daño,Escudo + Daño
达芙黛尔,#REF!,VL-13号胶卷,VL-13 Film Reel,Carrete de película VL-13,Película VL-13,Rollo de película VL-13
达芙黛尔,#REF!,VL-7号胶卷,VL-7 Film Reel,Carrete de película VL-7,Película VL-7,Rollo de película VL-7
达芙黛尔,#REF!,VL-9号胶卷,VL-9 Film Reel,Carrete de película VL-9,Película VL-9,Rollo de película VL-9
达芙黛尔,#REF!,连击+症状,Combo + Symptom,Combo + Síntoma,Combo + Síntomas,Combo + Síntoma
达芙黛尔,#REF!,连击+出血,Combo + Bleed,Combo + Sangrado,Combo + Sangrado,Combo + Sangrado
达芙黛尔,#REF!,连击+降狂气,Combo + Aliemus▼,Combo + Aliemus▼,Látigo de Aliemus,Combo + Aliemus▼
达芙黛尔,#REF!,千面幻象·实,Thousand Mirage: Reality,Mil espejismos: la realidad,Mil caras de la ilusión·realidad,Mil espejismos: Realidad
达芙黛尔,#REF!,伤害+易伤+力量降低,Damage + Vulnerable + STR▼,Daño + Vulnerable + STR▼,Daño + Vulnerabilidad + Reducción de fuerza,Daño + Vulnerable + STR▼
达芙黛尔,#REF!,护盾+伤害+力量,Shield + DMG + Strength,Escudo + DAÑO + Fuerza,Escudo + Daño + Fuerza,Escudo + Daño + Fuerza
达芙黛尔,#REF!,连击+出血+症状,Combo + Bleed + Symptom,Combo + Sangrado + Síntoma,Combo + Sangrado + Síntomas,Combo + Sangrado + Síntoma
达芙黛尔,#REF!,连击+出血+降低狂气,Combo + Bleeding + Aliemus▼,Combo + Sangrado + Aliemus▼,Combo + Sangrado + Reducir la locura,Combo + Sangrado + Aliemus▼
达芙黛尔,#REF!,连击+降低狂气+症状,Combo + Aliemus▼ + Symptom,Combo + Aliemus▼ + Síntoma,Combo + Reducir la Locura + Síntomas,Combo + Aliemus▼ + Síntoma
尤乌哈希,#REF!,沸腾吧！血,"Boil, Blood!","¡Hierve, sangre!",¡Hierve! Sangre,"¡Hierve, sangre!"
尤乌哈希,#REF!,尖啸吧！血,"Screech, Blood!","¡Chillido, sangre!",¡Grita! ¡Sangre!,"¡Grita, sangre!"
尤乌哈希,#REF!,血与沙之歌,Song of Blood and Sand,Canción de sangre y arena,Una canción de sangre y arena,Canción de sangre y arena
,,契约回响,Contract Echoes,Ecos de contrato,Eco de contrato,Pacto resonante
尤乌哈希,#REF!,血与沙之歌·狂,Song of Blood and Sand: Rage,Canción de sangre y arena: Furia,Canción de sangre y arena: Locura,Canción de sangre y arena: Furia
尤乌哈希,#REF!,血怒连击(破绽),Blood Fury Combo (Falter),Combo Furia Sangrienta (Falter),Combo Furia Sangrienta (Defecto),Combo de furia sangrienta: Defecto
卡茜亚,#REF!,魔术牌：衰弱,Magic Card: Weakening,Carta mágica: Debilitamiento,Carta mágica: Debilidad,Carta mágica: Debilidad
卡茜亚,#REF!,魔术牌：穿破,Magic Card: Penetration,Carta mágica: Penetración,Carta mágica: Perforar,Carta mágica: Penetración
卡茜亚,#REF!,鬼牌,Joker,Bromista,Bromista,Joker
卡茜亚,#REF!,惊喜！,Surprise!,¡Sorpresa!,¡sorpresa!,¡Sorpresa!
,,幸运观众,Lucky Audience,Audiencia afortunada,Público afortunado,Espectador afortunado
,,特技飞牌,Card Razor,Navaja de cartas,Tarjetas de acrobacias aéreas,Carta acrobática
,,魔术连打,Magic Combo,Combo mágico,Combo mágico,Combo mágico
,,无中生有,From the Void,Desde el vacío,Creando algo de la nada,Crear de la nada
,,大变活人,Live Action Stunt,Acrobacias de acción en vivo,Una transformación mágica,Gran transformación
,,跳动的炸弹,Pulsing Bomb,Bomba pulsante,Bomba que rebota,Bomba pulsante
,,惊奇表演,Amazing Performance,Rendimiento asombroso,Actuación sorpresa,Actuación sorpresa
,,黑色召唤,Black Summoning,Invocación negra,Invocación negra,Invocación negra
,,盲目契约,Oath Unseen,Juramento invisible,Contrato ciego,Pacto ciego
,,伏行之雾,Creeping Mist,Niebla rastrera,Niebla rastrera,Niebla acechante
,,无上蒙宠,Transcendent Boon,Bendición trascendental,Favor Supremo,Favor supremo
,,蔷薇的愿望,Rose's Wish,El deseo de Rose,El deseo de Rose,El deseo de Rose
,,「低语」\n算力 ≥3,"""Whisper""\nArithmetica ≥3","""Susurro""\nAritmética ≥3",「Susurro」\nTasa de hash ≥3,[Susurro] \nAritmetica ≥3
,,「低语」\n算力 0,"""Whisper""\nArithmetica 0","""Susurro""\nAritmética 0","""Susurro""\nTasa de hash 0",[Susurro] \nAritmetica 0
,,「低语」\n狂气爆发2,"""Whisper""\nExalt 2","""Susurro""\nExaltar 2","""Susurro""\nExplosión de frenesí 2",[Susurro] \nExaltar 2
,,「低语」\n症状,"""Whisper""\nSymptom","Síntoma de ""Susurro""","Síntomas del ""Susurro""",[Susurro] \nSintoma
,,「低语」\n出牌 5,"""Whisper""\nPlay 5 Cards","""Susurro""\nJuega 5 cartas","""Susurro""\nJuega la carta 5",[Susurro] \nJuega 5 cartas
,,「低语」\n钥令,"""Whisper""\nPosse","""Susurro""\nPandilla","Tecla ""Susurro""",[Susurro] \nPosse
,,混沌降临,Chaos Arrival,Llegada del caos,Se aproxima el caos,Llegada del caos
,,无言恐惧,Wordless Fear,Miedo sin palabras,Miedo tácito,Terror silencioso
,,暗色侵蚀,Dark Erosion,Erosión oscura,Erosión oscura,Erosión oscura
,,临别赠礼,Parting Sacrament,Sacramento de despedida,regalo de despedida,Regalo de despedida
,,复苏,Revive,Reanimar,recuperación,Revivir
,,轮回悖论,Time Paradox,Paradoja del tiempo,Paradoja de la reencarnación,Paradoja del tiempo
,,真·轮回悖论,Time Paradox EX,Paradoja del tiempo EX,La verdadera paradoja de la reencarnación,Verdadera Paradoja del tiempo
,,食物中毒,Food Poisoning,Intoxicación alimentaria,Intoxicación alimentaria,Intoxicación alimentaria
,,女仆魔法,Maid Magic,Magia de doncella,Magia de doncella,Magia de doncella
,,觉醒,Rouse,Despertar,Despertar,Estimular
,,黑暗料理,Creepy Cuisine,Cocina espeluznante,Cocina oscura,Cocina oscura
,,珈伦的特制料理,Karen's Special Dish,El plato especial de Karen,Platos especiales de Karen,Platos especiales de Karen
,,黑色混沌,Obsidian Maw,Fauces de obsidiana,Caos negro,Caos negro
,,旧日之梦,Elder Dream,Sueño de anciano,Sueños del pasado,Sueños del pasado
,,啼哭,Wailing,Gemidos,llorar,Llanto
,,梦呓,Murmurs,Murmullos,disparates,Delirios
,,长梦,Long Dream,Sueño largo,Sueño largo,Sueño prolongado
,,受诞之种,Birthing Spore,Espora de nacimiento,Semilla del nacimiento,Semilla del nacimiento
,,梦魇编织,Dread Loom,Telar de terror,Tejido de pesadillas,Tejido de pesadillas
,,万世之苦,Eternal Suffering,Sufrimiento eterno,El sufrimiento de la eternidad,Sufrimiento eterno
,,呓语,Murmurs,Murmullos,masculleo,Murmullos oníricos
墨菲,Murphy,呵斥，以报恩仇,"Chastise, to Settle a Blood Debt","Castigar, para saldar una deuda de sangre","Regañar, para vengar","Castigar, para saldar una deuda de sangre"
墨菲,Murphy,牺牲，以敬自由,"Sacrifice, to Light Freedom's Flames",Sacrificio para encender las llamas de la libertad,Sacrificio para honrar la libertad,"Sacrificio, para honrar la libertad"
墨菲,Murphy,刎颈，以行威仪,"Behead, to Crown the Unbowed",Decapitar para coronar a los que no se doblegan,Cortarse el propio cuello para demostrar autoridad,"Decapitar, para demostrar autoridad"
,,小憩,Short Nap,Siesta corta,Sestear,Descanso breve
,,王权,Sovereign,Soberano,Monarquía,Soberano
,,荆棘,Thorns,Espinas,espinas,Espinas
,,猩红荆棘,Crimson Thorns,Espinas carmesí,Espinas escarlatas,Espinas carmesí
,,爆裂猩红荆棘,Crimson Thornburst,Explosión de espinas carmesí,Espinas carmesí explosivas,Explosión de espinas carmesí
,,棘刺,Thorn,Espina,Espinas,Espina
,,血腥棘刺,Bloodthorn,Espina de sangre,Espinas sangrientas,Espinas sangrientas
,,爆裂血腥棘刺,Explosive Bloodthorns,Espinas de sangre explosivas,Espinas sangrientas explosivas,Explosion de espinas carmesi
,,哺乳,Nursing,Enfermería,amamantamiento,Lactancia
,,繁育,Breeding,Cría,cría,Reproducirse
,,多重融合,Multi-Fusion,Multifusión,Fusión múltiple,Fusión múltiple
,,毒腺哺乳,Venom Gland Lactation,Lactancia de la glándula venenosa,Lactancia de la glándula venenosa,Lactancia venenosa
,,万千子嗣之母,Mother of Million Offsprings,Madre de un millón de descendientes,Madre de miles de niños,Engendradora de infinitas crías
,,亚兰祷言,Aram Prayer,Oración de Aram,Oración aramea,Oración de Aram
,,神圣子嗣,Divine Progeny,Progenie Divina,Santo Hijo,Vástago sagrado
,,奔涌树汁,Surging Sap,Savia en aumento,Flujo de savia,Savia rugiente
,,塔薇效果测试,Tawil Effect Test,Prueba del efecto Tawil,Prueba del efecto Tavi,Prueba del efecto Tawil
,,嗜血之爪,Bloodthirsty Claw,Garra sedienta de sangre,Garras sedientas de sangre,Garras sanguinarias
,,狂乱之咬,Frenzied Bite,Mordida frenética,Frenzy Bite,Mordedura Frenética
,,疯狂嗜血之爪,Madness Bloodthirsty Claw,Garra sanguinaria de locura,Garra loca sedienta de sangre,Garras Sanguinarias Frenéticas
,,疯狂狂乱之咬,Madness Frenzied Bite,Locura Frenética Mordida,Mad Frenzy Bite,Mordedura Frenetica Desatada
,,攻击,ATK,ATK,ataque,ATQ
,,主教的奉献,Bishop's Dedication,Dedicación del obispo,Consagración del Obispo,Ofrenda del obispo
,,罚罪,Sin Punishment,Castigo por el pecado,Castigo,Castigo
,,爪击,Claw Strike,Golpe de garra,Garra,Zarpazo
,,以牙还牙,An Eye for an Eye,Ojo por ojo,tal para cual,Ojo por ojo
,,狂放,Unrestrained,Desenfrenado,salvaje,Frenético
,,「镜中审视」,"""Mirror Inspection""","""Inspección de espejo""",Mirándose en el espejo,"""Escrutinio reflejado"""
,,「镜中审视」反击,"""Mirror Inspection"" Counter","Mostrador de ""Inspección de Espejo""","""Mirándose al espejo"" contraataca","""Escrutinio reflejado"" Contraataque"
,,「镜中审视」净化,"""Mirror Inspection"" Purify","""Inspección de espejo"" Purificar",Purificación a través de “Mirarse al espejo”,"""Escrutinio reflejado"" Purificación"
,,「镜中审视」植入,"""Mirror Inspection"" Implant","Implante de ""Inspección de espejo""","Implante ""Mirándose al espejo""","""Escrutinio reflejado"" Implantacion"
,,惩戒,Punishment,Castigo,disciplina,Sanción
,,「失序撕咬」,"""Hysteric Bite""","""Mordida histérica""","""Mordida de desorden""","""Mordedura Caótica"""
,,「失序撕咬」重击,"""Hysteric Bite"" Heavy Blow","""Mordida histérica"" ​​Golpe fuerte","Ataque pesado ""Disorder Bite""","""Mordedura Caótica"" Ataque Pesado"
,,「失序撕咬」回复,"""Hysteric Bite"" Heal","""Mordida histérica"" ​​Curación","Respuesta de ""Disorder Bite""","""Mordedura Caótica"" Recuperacion"
,,「失序撕咬」弱化,"""Hysteric Bite"" Weaken","""Mordida histérica"" ​​Debilitar","""Disorder Bite"" se debilitó","""Mordedura Caótica"" Debilitar"
,,「镜中判决」,"""Mirror Judgement""","""Juicio en el espejo""",El juicio en el espejo,"""Juicio del Espejo"""
,,「癫狂撕咬」,"""Madness Bite""","""Mordida de locura""","""Mordida loca""","""Mordedura Demencial"""
,,终焉进化,Final Evolution,Evolución final,Evolución final,Evolución final
,,「鬼面撕咬」,"""Ghostly Bite""","""Mordedura fantasmal""",Mordedura de cara de fantasma,Mordedura Fantasmal
,,利齿撕咬,Fanged Devourment,Devorador de colmillos,Mordida de dientes afilados,Mordedura de Colmillos
,,延续血缘,Bloodline Eternal,Linaje eterno,Continuación del linaje,Herencia Sanguínea
,,延续血缘\n反击,Bloodline Continuation\nCounter,Continuación de linaje\nContador,Continuando el linaje\nContraataque,Herencia Sanguínea\nContraataque
,,延续血缘\n净化,Bloodline Continuation\nPurification,Continuación del linaje\nPurificación,Continuación del linaje\nPurificación,Herencia Sanguínea\nPurificación
,,延续血缘\n植入,Bloodline Continuation\nImplantation,Continuación de la línea de sangre\nImplantación,Continuación de la línea de sangre\nImplantación,Herencia Sanguínea\nImplantación
,,撕裂哀恸,Rending Lament,Lamento desgarrador,Dolor desgarrador,Desgarro Doloroso
,,倒打一耙,Turning the Tables,Cambiando las tornas,Echarle la culpa a otra persona,Cambiando las tornas
,,犯罪预告,Crime's Omen,El presagio del crimen,Aviso de delito,Aviso Criminal
,,拐卖,Human Trafficking,Trata de personas,tráfico,Tráfico de personas
,,扬尘,Dust Cloud,Nube de polvo,polvo,Nube de Polvo
,,敲竹杠,Extortion,Extorsión,extorsión,Extorsión
,,雨夜屠戮,Rainy Night Slaughter,Masacre en la noche lluviosa,Masacre de la noche lluviosa,Masacre Nocturna
,,暗巷劫道,Back Alley Ambush,Emboscada en el callejón trasero,Robo en callejón,Emboscada Oscura
,,隐于黑暗,Hidden in the Dark,Oculto en la oscuridad,Oculto en la oscuridad,Oculto en la oscuridad
,,啼鸣,Cry,Llorar,Llorar,Llorar
,,振翅,Fluttering,Aleteo,alas batientes,Aleteo
,,尾针！,Tail Sting!,¡Picadura de cola!,¡Aguja de cola!,¡Aguijón de cola!
,,出血爪,Bleeding Claw,Garra sangrante,uñas sangrantes,Zarpazo Sanguinario
,,低吼,Growl,Gruñido,gruñido,gruñido
,,破甲,Armor Penetration,Penetración de armadura,Rotura de armadura,Rompearmaduras
,,剑势,Sword Form,Forma de espada,Movimientos de espada,Técnica de Espada
,,幻影剑,Phantasm Sword,Espada fantasma,Espada fantasma,Espada fantasma
,,重创,Blighten,Plaga,daños graves,Heridas Críticas
,,试探剑招,Feinting Blade,Hoja de finta,Probando movimientos de espada,Ataque de Prueba
,,蚀血剑招,Bloody Blade,Espada ensangrentada,Movimiento de espada de erosión de sangre,Espada Sangrienta
,,剑意,Sword Intent,Intención de la espada,Intención de la espada,Voluntad de la Espada
,,影刃「<PunctureDamagewords:穿刺>」,"Shadow Blade""<PunctureDamagewords:Pierce>""","Hoja de Sombra ""<Palabras de Daño Perforante: Perforar>""","Hoja de Sombra ""<PunctureDamagewords:Puncture>""",
,,败血,Sepsis,Septicemia,Septicemia,Septicemia
,,割裂之刃,Blade of Rending,Hoja desgarradora,Hoja cortante,Hoja Desgarradora
,,破甲之刃,Armor-Piercing Blade,Hoja perforante de armaduras,Hoja perforante de armaduras,Hoja Rompearmaduras
,,「重创」飞刃,"""Blighted"" Blades","Cuchillas ""malditas""",Hoja voladora de gran daño,"Hoja Voladora ""Herida Crítica"""
,,豢养,Rearing,Crianza,levantamiento,Criar
,,归巢,Return to the Nest,Regreso al nido,Regreso,Regreso al nido
,,制裁,Sanction,Sanción,Sanciones,Sanción
,,群鸟归巢,Birds Return to Their Nests,Los pájaros regresan a sus nidos,Pájaros regresando a sus nidos,Regreso de la Bandada
哈姆林,Hameln,追忆回旋曲\n算力 ≥2,Memory Rondo\nArithmetica ≥2,Rondo de memoria\nAritmética ≥2,Rondo del recuerdo\nPotencia hash ≥2,Rondó de los Recuerdos\nAritmetica ≥ 2
哈姆林,Hameln,下行音\n算力 1,Descending Scale\nArithmetica 1,Escala descendente\nAritmética 1,Sonido de enlace descendente\nHashrate 1,Nota Descendente\nAritmetica = 1
哈姆林,Hameln,灵魂序曲\n算力 0,Soul Overture\nArithmetica 0,Obertura del alma\nAritmética 0,Preludio del alma\nPotencia hash 0,Obertura del Alma\nAritmetica = 0
哈姆林,Hameln,上行音\n算力 3,Ascending Scale\nArithmetica 3,Escala ascendente\nAritmética 3,Sonido de enlace ascendente\nHashrate 3,Nota Ascendente\nAritmetica = 3
哈姆林,Hameln,原初的乐音\n算力 ≤2,Primal Chord\nArithmetica ≤2,Acorde Primario\nArithmetica ≤2,Música original\nHashrate ≤2,Sonido Primordial\nAritmetica ≤ 2
,,狂气窃取,Aliemus Steal,Aliemus Steal,Robo de locura,Robo de Aliemus
,,冰霜尖啸,Frost Screech,Chillido de escarcha,Grito de escarcha,Aullido Gélido
,,风雪挥击,Blizzard Strike,Golpe de ventisca,Nevada,Embate Invernal
,,碎冰猛凿,Ice Shatter Strike,Golpe de hielo destrozado,Cincel rompehielos,Cincelazo Glacial
,,刺骨挥击,Bone-Chilling Swing,Swing escalofriante,Columpio perforador de huesos,Azote Gélido
,,警备,Security,Seguridad,guardia,Vigilancia
,,霜冻之咏,Frost Hymn,Himno de escarcha,Canción de escarcha,Canto Helado
,,急冻复苏,Cryo Revival,Renacimiento criogénico,Recuperación rápida congelada,Resurgir Glacial
,,碎冰飞刃,Ice-Shattering Blades,Cuchillas rompehielos,Cuchilla de hielo,Cuchilla Helada
,,破甲针刺,Armor-Piercing Needle,Aguja perforante,Acupuntura perforante,Aguja Rompearmaduras
,,血之棘,Blood Spikes,Púas de sangre,Espina de sangre,Espina de sangre
,,咒毒,Curse Toxin,Toxina de la maldición,Maldición venenosa,Veneno Maldito
,,秽乱之子,Spawn of Corruption,Engendro de la corrupción,Hijo del Caos,Engendro Corrupto
,,衰竭畸变,Drain Distortion,Distorsión del drenaje,Distorsión por agotamiento,Deformidad Colapsante
,,断肢畸变,Mutilated Evolution,Evolución mutilada,Deformidad de las extremidades,Deformidad Amputada
,,痴愚畸变,Foolish Aberration,Aberración tonta,Estupidez y distorsión,Deformidad Insensata
,,失语畸变,Aphasia Distortion,Distorsión de la afasia,Distorsión por afasia,Deformidad Afásica
,,代谢畸变,Metabolic Mutation,Mutación metabólica,Aberraciones metabólicas,Deformidad Metabólica
,,蓄势突袭,Charged Assault,Agresión acusada,Preparándose para un ataque sorpresa,Carga Sorpresa
,,殊死一搏,Desperate Struggle,Lucha desesperada,Una lucha desesperada,Lucha a Muerte
,,掩护,Cover,Cubrir,cubrir,Cubrir
,,穿心一击,Heartpiercer,Perforador de corazones,Un golpe penetrante,Perforacorazones
,,无畏掩护,Fearless Cover,Portada sin miedo,Portada sin miedo,Cobertura Intrépida
,,蓄势猛袭,Charged Assault,Agresión acusada,Ganando impulso para un ataque feroz,Embestida Cargada
,,畸变扩散,Distortion Spread,Propagación de distorsión,Difusión de distorsión,Difusión Mutante
,,祷言,Prayer,Oración,Oración,Oración
,,千针,Thousand Needles,Mil agujas,Mil agujas,Mil agujas
,,血棘喷射,Bloodthorn Spray,Spray de espino de sangre,Spray de espino de sangre,Ráfaga de Espinas de Sangre
,,污秽降生,Corruption Reborn,La corrupción renace,Nacido en la inmundicia,Nacimiento Corrupto
,,黯蚀,Erosion of Darkness,Erosión de la oscuridad,Eclipse,Corrupción Oscura
,,冲击,Impact,Impacto,Impacto,Impacto
,,匿踪呼唤,Call of Stealth,Llamada del sigilo,Llamada sigilosa,Llamada sigilosa
,,匿踪突袭,Stealth Attack,Ataque sigiloso,Incursión sigilosa,Ataque Furtivo
,,邪秽畸生,Defiled Progeny,Progenie profanada,Mal y deforme,Engendro Corrupto
,,畸生千针,Aberrant Spines,Espinas aberrantes,Mil agujas,Mil Agujas Deformes
,,鲜血祈祷,Blood Prayer,Oración de sangre,Oración de sangre,Oración de sangre
,,秽乱播撒,Corruption Spread,La corrupción se extiende,Difundiendo inmundicia,Diseminación Corrupta
,,鼓舞,Inspire,Inspirar,Alentar,Inspirar
,,护卫,Escort,Escolta,Guardia,Guardia
,,飞沙走石,Sandstorm Onslaught,Embestida de tormenta de arena,arena y rocas voladoras,Tormenta de Arena y Rocas
,,啄食,Peck,Picotear,picotear,Picotazo
,,鼓翼,Skitter,Pasar rozando el agua,aleteo,Aleteo
,,沙海的呢喃,Desert Whispers,Susurros del desierto,Susurro del mar de arena,Susurro del Mar de Arena
,,癫狂啄食,Frenzied Pecking,Picoteo frenético,Frenesí de picoteo,Picotazo Frenético
,,癫狂鼓翼,Frenzied Skitter,Skitter frenético,Alas locas,Aleteo Frenético
艾尔瓦,Alva,增幅打击,Amplified Strike,Golpe amplificado,Huelga de amplificación,Golpe Potenciado
艾尔瓦,Alva,利刃,Blade,Cuchilla,cuchilla afilada,Filo Afilado
,,胎动,Fetal Movement,Movimiento fetal,movimiento fetal,movimiento fetal
,,裁剪,Cut,Cortar,recorte,Corte
,,贪念,Greed,Codicia,Codicia,Codicia
,,墨染,Ink Stain,Mancha de tinta,Tinta colorante,Entintado
,,分断之缘,Severed Connection,Conexión cortada,El destino de la separación,Vínculo Roto
,,融蚀墨染,Inkblight Dissolution,Disolución de la plaga de tinta,Teñido con tinta de fusión,Tinta Corrosiva
,,禁绝贪念,Divine Abnegation,Abnegación divina,Sin avaricia,Supresión del Deseo
,,诗中的幻惑乐园,Poetic Paradise of Enchantment,Paraíso poético del encanto,El paraíso fantástico en la poesía,Paraíso Ilusorio
,,贪欲之歌,Song of Avarice,Canción de la avaricia,Canción de la avaricia,Canto Codicioso
,,供养,Benefaction,Beneficio,apoyo,Ofrenda
